imie	nazwisko	pesel	email	odpowiedzialny	
Sławomira	Paszek	64031704069	paszek1@buziaczek.pl	28208742	
Kasandra	Zdanowicz	64031979946	zdanowicz1@onet.pl	47389780	
Borzywoj	Malanowski	64032014918	malanowski@o2.pl	61722966	
Ciechosława	Siudek	64032401064	c.siudek@gmail.com	68351408	
Dagna	Dębińska	64032578441	debinska1@o2.pl	5494669	
Klaudiusz	Nowacki	64033091239	k.nowacki@o2.pl	51428084	
Ludowit	Urbaniak	64033098939	urbaniak@amorek.com.pl	43449569	
Izabella	Żukowska	64040109941	zukowska@o2.pl	30193314	
Walenty	Niwiński	64040144634	w.niwinski@o2.pl	8009547	
Boguchwał	Fiut	64040173779	b.fiut@buziaczek.pl	91025708	
Ezechiel	Górka	64040772039	gorka@wp.pl	28101136	
Linda	Pazura	64040995643	l.pazura@wp.pl	52576658	
Ofelia	Walewska	64041262146	o.walewska@onet.pl	70072892	
Dargosława	Paszek	64041522121	d.paszek@onet.pl	13206159	
Berta	Pietrzykowska	64041748325	pietrzykowska@amorek.com.pl	93042028	
Gustaw	Majewski	64041801538	g.majewski@wp.pl	84048623	
Judyta	Sutowicz	64042220387	j.sutowicz@gmail.com	80732587	
Dominik	Ojrzyński	64042361899	ojrzynski@amorek.com.pl	55352409	
Józefa	Malinowska	64043037801	malinowska@onet.pl	46863600	
Janusz	Szostak	64050436277	szostak@wp.pl	30382058	
Karola	Oborska	64051023845	oborska@gmail.com	95228150	
Fabian	Mirek	64051456593	f.mirek@o2.pl	64858082	
Elora	Bachleda	64051476964	bachleda@onet.pl	3492919	
Zenon	Mioduszewski	64051631398	z.mioduszewski@amorek.com.pl	35144630	
Ludomił	Salicki	64051893972	l.salicki@onet.pl	35378583	
Barnaba	Topolski	64052112731	topolski@wp.pl	4666230	
Zdzisław	Jakimowski	64053071938	jakimowski@wp.pl	99441491	
Mariola	Łazarczyk	64060442949	lazarczyk@wp.pl	89736320	
Pelagia	Jaśkiewicz	64060777241	jaskiewicz@buziaczek.pl	69739841	
Leona	Zając	64060827489	zajac@gmail.com	90508348	
Lena	Witczyk	64060888488	l.witczyk@o2.pl	12317114	
Marceli	Piecha	64061154195	piecha@buziaczek.pl	30193314	
Joachim	Wysocki	64061223192	j.wysocki@o2.pl	43431378	
Leonora	Wiszowaty	64061444162	l.wiszowaty@o2.pl	42312894	
Robert	Kowalczyk	64061688674	kowalczyk@wp.pl	29886910	
Aleks	Żurek	64061898916	a.zurek@amorek.com.pl	9963015	
Lidia	Zaremba	64062333085	zaremba@buziaczek.pl	54086560	
Tomisława	Unrug	64062784102	unrug1@o2.pl	59281966	
Filipa	Leniart	64063049280	leniart@gmail.com	79715404	
Gwalbert	Szmejter	64070184097	szmejter@o2.pl	32507435	
Sydonia	Piecha	64070674266	piecha1@buziaczek.pl	43586722	
Oktawia	Gawkowska	64070905281	o.gawkowska@amorek.com.pl	61926685	
Jokasta	Zgorzelska	64071253109	zgorzelska@gmail.com	77201550	
Abdon	Regulski	64071464497	regulski@amorek.com.pl	43372746	
Angelika	Kreczmar	64071755144	kreczmar@gmail.com	55013605	
Bogusława	Wójtowicz	64071963026	wojtowicz@gmail.com	16508991	
Rebeka	Łagodzki	64072442061	r.lagodzki@wp.pl	1393233	
Marcelina	Jakimowicz	64072846520	m.jakimowicz@o2.pl	16650505	
Ludwina	Drewniowska	64072938441	l.drewniowska1@amorek.com.pl	75701203	
Ulryka	Lipińska	64073161682	u.lipinska@wp.pl	54925668	
Rajner	Bagiński	64080285515	r.baginski@buziaczek.pl	59625740	
Elwira	Pospieszalska	64080565107	e.pospieszalska@onet.pl	47526529	
Sabrina	Wojnar	64081704125	s.wojnar@amorek.com.pl	66515265	
Lubisław	Kwiatkowski	64081764857	kwiatkowski@buziaczek.pl	72038669	
Tobiasz	Małachowski	64081884997	t.malachowski@gmail.com	28147701	
Hilary	Szlagowski	64082396231	szlagowski@onet.pl	37795651	
Adrian	Tarnowski	64082544696	a.tarnowski@amorek.com.pl	7353726	
Herakles	Wójtowicz	64082842190	wojtowicz@o2.pl	90580264	
Tina	Turowska	64082907008	turowska@gmail.com	11996143	
Barnim	Paliwoda	64083084050	b.paliwoda@wp.pl	1543536	
Andrzeja	Tyrowicz	64083109645	tyrowicz@o2.pl	5367545	
Fiona	Grabska	64090523883	grabska@gmail.com	54812412	
Delfina	Sytek	64090867569	d.sytek@buziaczek.pl	57879146	
Herman	Gałecki	64091032759	h.galecki@buziaczek.pl	17761121	
Filomena	Waśkowicz	64091388263	f.waskowicz@wp.pl	40110835	
Jana	Krakowiak	64100690226	krakowiak@buziaczek.pl	69094373	
Juliusz	Warszycki	64100758311	j.warszycki@amorek.com.pl	17106007	
Izydora	Łazarczyk	64100850723	lazarczyk@onet.pl	73612575	
Brygida	Szczawińska	64102054989	szczawinska@buziaczek.pl	28739465	
Hermana	Wodzińska	64102773808	wodzinska@wp.pl	29452885	
Polikarp	Dzierżanowski	64110152376	dzierzanowski@amorek.com.pl	92334621	
Niecisław	Larek	64110274579	larek1@amorek.com.pl	17283657	
Juliana	Grochowiak	64110521206	j.grochowiak@amorek.com.pl	36263910	
Świetlana	Kotowicz	64111315448	s.kotowicz@wp.pl	58297537	
Agapit	Sochacki	64111831537	a.sochacki@onet.pl	45448732	
Gardomir	Kwietniewski	64111949917	kwietniewski@wp.pl	97960927	
Teodora	Cholewczyńska	64111978182	t.cholewczynska@amorek.com.pl	55352409	
Arletta	Smolarek	64112525529	a.smolarek@onet.pl	85364778	
Sydoniusz	Mederski	64112826392	s.mederski@amorek.com.pl	99673744	
Narcyza	Wąsiel	64120210264	wasiel@wp.pl	84842775	
Unima	Kozakiewicz	64120217209	u.kozakiewicz@o2.pl	1285929	
Walenty	Wnorowski	64121632696	wnorowski1@wp.pl	30631932	
Bogdał	Bielecki	64121891376	b.bielecki@amorek.com.pl	71865890	
Radomir	Makowski	64123111753	makowski@buziaczek.pl	69740666	
Monika	Włodarczyk	65010788889	m.wlodarczyk@amorek.com.pl	65141125	
Janina	Grochowiak	65011213320	j.grochowiak@gmail.com	92822724	
Amelia	Gutowska	65011429941	a.gutowska@o2.pl	75272755	
Wrocisław	Zaucha	65011638756	zaucha@wp.pl	99936908	
Stoisław	Baliś	65012057772	balis@o2.pl	35512909	
Onufry	Wolański	65012244794	o.wolanski@o2.pl	1997621	
Sofroniusz	Jodkowski	65012327514	s.jodkowski@wp.pl	31790276	
Marcela	Kotowska	65012460646	kotowska@buziaczek.pl	62261056	
Mirela	Bareja	65012786960	bareja111@amorek.com.pl	74478207	
Syriusz	Puchała	65012804374	puchala1@o2.pl	56431549	
Krystian	Świdziński	65013063596	swidzinski@wp.pl	3194112	
Jaromir	Budlewski	65020580734	j.budlewski@buziaczek.pl	26813644	
Dorian	Murawski	65020596917	murawski@wp.pl	85364778	
Hanna	Wojnowska	65021127864	h.wojnowska@amorek.com.pl	25259891	
Korneli	Pankau	65021360153	pankau@buziaczek.pl	72326997	
Seweryn	Sadowski	65021716718	sadowski@buziaczek.pl	73241596	
Jarema	Łuczak	65022820377	luczak1@amorek.com.pl	40950000	
Dżamila	Pakosz	65022832167	d.pakosz@onet.pl	84269300	
Ewa	Żmuda	65030514004	e.zmuda@buziaczek.pl	89545625	
Czesława	Bernadzikiewicz	65030851707	bernadzikiewicz1@gmail.com	60911792	
Gniewomira	Bystroń	65031039184	bystron@amorek.com.pl	1543536	
Efraim	Boguszewski	65031047055	boguszewski@onet.pl	24049689	
Bolebor	Paszewski	65031752373	paszewski@buziaczek.pl	28147701	
Farid	Przewalski	65032178310	f.przewalski@o2.pl	84989892	
Hilaria	Romatowska	65032179946	romatowska@buziaczek.pl	53791139	
Lubogost	Ciechanowski	65032819190	ciechanowski@onet.pl	4282702	
Cyryl	Breza	65040385478	c.breza@amorek.com.pl	59255083	
Teodozja	Bienias	65040933442	bienias@o2.pl	86162015	
Beata	Rychlewska	65041018805	b.rychlewska@gmail.com	10794971	
Alan	Jaworski	65041532534	a.jaworski@buziaczek.pl	57193850	
Dal	Trzebiatowski	65041880538	trzebiatowski@o2.pl	49129463	
Stela	Suwart	65042359068	suwart@o2.pl	38534037	
Wszebor	Weryszko	65042820997	w.weryszko@onet.pl	14992561	
Alina	Bystroń	65042829224	a.bystron@o2.pl	29973812	
Dalgur	Grabarz	65043048277	grabarz@amorek.com.pl	12822082	
Chwalisław	Krupski	65050364557	krupski@wp.pl	36524604	
Sora	Walicka	65051086980	s.walicka@buziaczek.pl	58479550	
Cecyl	Stephan	65051099351	stephan@gmail.com	51476069	
Gualfard	Stachyra	65051647530	g.stachyra@onet.pl	32517485	
Celestyna	Kuczera	65051772203	c.kuczera@o2.pl	89809430	
Kazimierz	Słaby	65051777031	k.slaby@amorek.com.pl	70840088	
Tobiasz	Grodzicki	65052698658	grodzicki@amorek.com.pl	73854539	
Kwietosława	Betlińska	65053100367	betlinska@onet.pl	6613737	
Lubisław	Piątek	65060185773	piatek@gmail.com	90866239	
Mirela	Bieniasz	65060260304	bieniasz@amorek.com.pl	23069655	
Samson	Terlecki	65060281738	terlecki1@onet.pl	83330278	
Teresa	Olejniczak	65060531925	t.olejniczak@amorek.com.pl	54751514	
Mojmierz	Romatowski	65060625435	romatowski1@amorek.com.pl	32263447	
Stefan	Domachowski	65060754478	s.domachowski@onet.pl	46826992	
Hermana	Stroińska	65060817940	h.stroinska@gmail.com	46416758	
Florentyn	Mąkosza	65061259330	f.makosza@gmail.com	82339664	
Wahid	Jażdżewski	65061409230	jazdzewski@wp.pl	87525596	
Boguchwała	Kraszewska	65061998965	b.kraszewska@buziaczek.pl	87099271	
Dal	Bojanowski	65062101377	bojanowski@gmail.com	58479550	
Lubogost	Staniewski	65062151075	staniewski@buziaczek.pl	57020278	
Ulryka	Kotecka	65062334427	kotecka@o2.pl	25619323	
Grodzisław	Dziubdziela	65062658572	g.dziubdziela@amorek.com.pl	84989892	
Hadriana	Sieradzan	65062672602	sieradzan@wp.pl	24880798	
Aleksy	Grodzicki	65062999057	a.grodzicki@buziaczek.pl	31816769	
Antonina	Siczek	65070518521	a.siczek@gmail.com	64752608	
Kryspin	Firląg	65070849874	k.firlag@wp.pl	69739841	
Anetta	Wołk-Lewanowicz	65071085585	a.wolk-lewanowicz@wp.pl	12823176	
Cecyl	Bystroń	65071224634	bystron@wp.pl	64205596	
Świętomira	Śmiałkowska	65071492927	s.smialkowska@wp.pl	65461710	
Dajmira	Śliwowska	65071568860	sliwowska1@wp.pl	19696804	
Edgar	Tyrowicz	65071593994	tyrowicz@buziaczek.pl	27122201	
Przedpełk	Paś	65071630938	p.pas@onet.pl	53863832	
Gwido	Małłek	65071632756	g.mallek@onet.pl	53036082	
Nestor	Bagiński	65071646012	baginski@wp.pl	62743459	
Kunegunda	Mrozowska	65071747461	mrozowska@buziaczek.pl	12823176	
Adria	Partyka	65072164065	partyka@buziaczek.pl	77968173	
Lisa	Chodura	65072213486	chodura@gmail.com	98299066	
Sędzisława	Bies	65072275127	bies@onet.pl	29843853	
Jarmiła	Armińska	65072276609	j.arminska@o2.pl	66028190	
Filip	Bury	65072673574	f.bury1@onet.pl	94683430	
Lew	Otyś	65072896652	l.otys@gmail.com	96118961	
Jerzy	Małachowski	65072917410	malachowski@wp.pl	82329387	
Matylda	Czachor	65080282328	m.czachor@amorek.com.pl	85771348	
Maksa	Krasuska	65081240620	m.krasuska@o2.pl	43362277	
Daniela	Marcinkiewicz	65081383028	d.marcinkiewicz@amorek.com.pl	35383507	
Rosłan	Maciejewski	65081391579	maciejewski@onet.pl	48914991	
Heliodor	Szwedowski	65081396659	h.szwedowski@gmail.com	58395726	
Radosława	Pełka	65081458885	pelka@gmail.com	21967897	
Arkady	Filipowicz	65081614555	filipowicz1@amorek.com.pl	39536715	
Artur	Makowiecki	65082487714	a.makowiecki@amorek.com.pl	77149188	
Jowita	Szczawińska	65082689703	szczawinska11@buziaczek.pl	66150236	
Michał	Nawarski	65082821916	m.nawarski@onet.pl	48931844	
Idosława	Stasiuk	65082973125	stasiuk@onet.pl	68148213	
Karina	Smulikowska	65090468606	smulikowska@o2.pl	29286115	
Raszyda	Zych	65091023389	zych@onet.pl	64193619	
Gracjana	Chomicka	65091195181	g.chomicka@gmail.com	38797677	
Milan	Milewski	65091978054	m.milewski@wp.pl	65026648	
Anatol	Kukiz	65092014997	kukiz@amorek.com.pl	96626606	
Bogdan	Szajda	65092668455	szajda@wp.pl	75352183	
Franciszek	Gabrowski	65092743031	f.gabrowski@o2.pl	77740744	
Justyna	Pankau	65092897006	pankau@onet.pl	55650330	
Grażyna	Białek	65100975483	bialek1@onet.pl	48838271	
Juliusz	Sojka	65101022351	sojka@wp.pl	33460067	
Konradyn	Łagowski	65102348018	lagowski@amorek.com.pl	95228150	
Bogumił	Skoczylas	65103146738	b.skoczylas@gmail.com	26031989	
Bernarda	Kołłątaj	65110741227	kollataj1@wp.pl	78873838	
Samara	Swoszowska	65110837524	s.swoszowska@gmail.com	17106007	
Diana	Raniszewska	65111959320	raniszewska@onet.pl	54750778	
Ewalda	Wodzińska	65111985844	wodzinska@onet.pl	80561340	
Saloma	Gajda	65112119161	s.gajda@buziaczek.pl	78204805	
Martyna	Pietraszek	65112451227	m.pietraszek@onet.pl	4974073	
Sylwana	Waglewska	65112783984	waglewska@o2.pl	13181366	
Dobrogost	Paś	65113052410	d.pas@buziaczek.pl	14523185	
Łucja	Statkowska	65120396480	statkowska1@onet.pl	624106	
Babeta	Pietrasiak	65120560007	pietrasiak@o2.pl	79859456	
Bolelut	Włodarczyk	65120718950	wlodarczyk1@onet.pl	26646729	
Huberta	Radzińska	65120821281	h.radzinska@buziaczek.pl	74743808	
Nika	Płaczek	65121282522	placzek@onet.pl	78402834	
Donald	Kraszewski	65121595314	d.kraszewski@onet.pl	7246659	
Urban	Fogiel	65121673498	u.fogiel@buziaczek.pl	73702457	
Makary	Cieśla	65121957558	m.ciesla@gmail.com	964846	
Lisa	Wójcik	65122041128	wojcik1@onet.pl	14523185	
Maryn	Odrzywolski	65122473578	odrzywolski@buziaczek.pl	45923888	
Abel	Wyrwa	65122478115	a.wyrwa@wp.pl	10915258	
Zachariasz	Bareja	65122675833	z.bareja@onet.pl	18244900	
Saba	Paszewska	65122696908	paszewska@wp.pl	35920464	
Lisa	Jankowska	65122768328	jankowska1@gmail.com	3511644	
Faustyn	Wesołowski	66010128831	f.wesolowski@gmail.com	15921090	
Larisa	Kowalczyk	66010344707	kowalczyk@buziaczek.pl	97136929	
Chwalimir	Redyk	66010483132	redyk@gmail.com	81271535	
Petra	Wrzak	66010817041	wrzak@onet.pl	90467460	
Lucyna	Jabłonowska	66011208886	l.jablonowska@buziaczek.pl	6583471	
Pabian	Brzozowski	66011255819	brzozowski1@buziaczek.pl	91697188	
Tina	Stenka	66011495129	t.stenka@amorek.com.pl	88979494	
Gracja	Krzyżanowska	66012322325	g.krzyzanowska@onet.pl	91695673	
Edward	Praga	66012663350	e.praga@onet.pl	10223383	
Bianka	Sicińska	66012743047	sicinska@buziaczek.pl	86384320	
Kazimierz	Popkiewicz	66012852275	k.popkiewicz@buziaczek.pl	21571113	
Florentyn	Wróblewski	66013124636	wroblewski@o2.pl	51353478	
Laila	Sulej	66020995928	sulej@buziaczek.pl	44170058	
Aleksandra	Boruc	66021135107	a.boruc@wp.pl	74011343	
Godzisław	Szpanowski	66021574892	szpanowski@buziaczek.pl	44165569	
Kira	Pospieszalska	66021940125	pospieszalska@gmail.com	50205468	
Bogumir	Frąckiewicz	66022000877	frackiewicz@amorek.com.pl	85000170	
Grzegorz	Witkowski	66022290250	witkowski@wp.pl	35013056	
Hermenegilda	Chodura	66022697941	chodura@wp.pl	97686540	
Halina	Gogolewska	66022823902	gogolewska@o2.pl	49438332	
Jokasta	Maciejewska	66030232905	j.maciejewska@buziaczek.pl	11224268	
Anastazy	Kaczorowska	66031392756	a.kaczorowska@buziaczek.pl	15952885	
Samson	Stroiński	66032148417	stroinski@o2.pl	24993174	
Ludolf	Gawron	66032228937	gawron@o2.pl	86880261	
Inga	Pospieszalska	66040145523	i.pospieszalska@o2.pl	34509631	
Kordian	Stachyra	66040601034	stachyra@amorek.com.pl	16650505	
Bartosz	Skibiński	66040656812	b.skibinski@amorek.com.pl	41362977	
Żytomir	Maciejewski	66040805810	z.maciejewski@o2.pl	57252962	
Wilhelm	Cieśla	66041032130	w.ciesla@wp.pl	99274905	
Angela	Turczyńska	66041308787	a.turczynska@gmail.com	57216471	
Hermana	Antos	66041378207	h.antos@buziaczek.pl	36011956	
Miłosław	Patek	66041522118	patek@wp.pl	65141125	
Milan	Wichłacz	66042009892	m.wichlacz@o2.pl	22022014	
Kasper	Górski	66042424518	k.gorski@amorek.com.pl	40353587	
Walenty	Tworzewski	66042494878	w.tworzewski@gmail.com	81384370	
Tybilla	Górka	66042874344	gorka1@gmail.com	24264952	
Jarosław	Pazura	66050255098	j.pazura@gmail.com	117140	
Amalia	Osińska	66050262289	osinska@onet.pl	22560330	
Maria	Matlak	66050821448	m.matlak@onet.pl	49702519	
Leszek	Białek	66051013112	bialek@onet.pl	32263447	
Estera	Staniewska	66051079345	staniewska11@wp.pl	53393149	
Ksenia	Pajączkowska	66051839387	pajaczkowska@o2.pl	18377068	
Bożidar	Winnicki	66052228816	b.winnicki@onet.pl	2715430	
Ambroży	Żukowski	66052260575	zukowski@amorek.com.pl	92919346	
Albert	Patek	66052498712	patek@buziaczek.pl	93335450	
Godehard	Rychlewski	66052654635	g.rychlewski@amorek.com.pl	18738995	
Gustawa	Ignatowicz	66060271183	g.ignatowicz@gmail.com	53036082	
Hermina	Wojcik	66061028944	h.wojcik@buziaczek.pl	87778128	
Dyzma	Sopoćko	66070356104	d.sopocko@onet.pl	70445920	
Dyzma	Malińska	66070484528	d.malinska@o2.pl	15178111	
Rozalinda	Zawada	66070707269	r.zawada@gmail.com	24376606	
Gniewomir	Czerwiński	66071405296	g.czerwinski@buziaczek.pl	98850314	
Lisa	Bystroń	66071406341	l.bystron@wp.pl	84474945	
Nicefor	Chomicki	66071773616	n.chomicki@gmail.com	74139761	
Dajana	Majewska	66072564800	d.majewska@gmail.com	26993934	
Maja	Strzyżewska	66072715886	m.strzyzewska@gmail.com	42792601	
Szarlota	Szczutowska	66072779246	s.szczutowska@wp.pl	46782285	
Irina	Surdykowska	66073049049	i.surdykowska@wp.pl	964846	
Cichosław	Józefowicz	66073082419	jozefowicz1@gmail.com	12078354	
Leopold	Kolasa	66080295697	l.kolasa@onet.pl	75501836	
Syriusz	Drewnowski	66080328719	drewnowski@wp.pl	78873838	
Gniewosz	Cichy	66080635093	cichy@gmail.com	9510651	
Longin	Czechowski	66080667810	czechowski@wp.pl	78967800	
Bogumiła	Śmiałowska	66081513868	b.smialowska@buziaczek.pl	85629835	
Kajusz	Gościniak	66081681352	k.gosciniak@onet.pl	28121676	
Dalia	Perlicka	66082170208	d.perlicka@amorek.com.pl	28051992	
Antonius	Borys	66082578211	borys@buziaczek.pl	45177179	
Bromira	Różycka	66082639941	b.rozycka@wp.pl	70840088	
Ariel	Maśliński	66082649937	a.maslinski@buziaczek.pl	79956740	
Grodzisław	Pakosz	66083009352	pakosz@gmail.com	81720776	
Świętibor	Ramotowski	66090317716	s.ramotowski@o2.pl	56936099	
Darwit	Adamkiewicz	66090420818	d.adamkiewicz@wp.pl	49688310	
Chrystian	Jurczyk	66090547832	jurczyk@onet.pl	66294616	
Andrzej	Bareja	66091403395	bareja@onet.pl	73614536	
Oda	Śliwińska	66091444701	sliwinska@buziaczek.pl	3555968	
Domasława	Maculewicz	66091534866	d.maculewicz@wp.pl	13894690	
Fatma	Orska	66091984524	orska@onet.pl	11463861	
Ilia	Rocka	66092174401	i.rocka@o2.pl	3191071	
Otniel	Kasprzyk	66092442814	kasprzyk@wp.pl	85000170	
Nira	Pajewska	66092710166	n.pajewska@o2.pl	39456764	
Sora	Chodura	66092972627	chodura@o2.pl	93833932	
Dżemil	Śliwiński	66101680516	d.sliwinski@buziaczek.pl	6266829	
Joanna	Dobrzańska	66102326543	dobrzanska@gmail.com	82886510	
Florentyna	Sygietyńska	66110291149	sygietynska@buziaczek.pl	80658620	
Włodzisław	Słabowski	66110370873	w.slabowski@gmail.com	47533600	
Radzimir	Hejmo	66110410513	r.hejmo@amorek.com.pl	70800848	
Ireneusz	Majewski	66110973199	majewski@buziaczek.pl	73612575	
Abraham	Sieradzki	66111424496	sieradzki@buziaczek.pl	46123274	
Tyberiusz	Sienkiewicz	66111516157	t.sienkiewicz@gmail.com	6266829	
Rajner	Błachowski	66111548653	r.blachowski@amorek.com.pl	45408900	
Ludwina	Drewniowska	66111767805	l.drewniowska@amorek.com.pl	70072892	
Amelia	Śliwicka	66111951763	a.sliwicka@gmail.com	40442739	
Jagoda	Lilpop	66112268305	j.lilpop@buziaczek.pl	58104573	
Dżesika	Grocholska	66112313760	grocholska@gmail.com	41625977	
Sonia	Maślińska	66112552284	maslinska@wp.pl	41288732	
Hasan	Lewandowski	66112633552	lewandowski@amorek.com.pl	12917053	
Stefania	Kruszelnicka	66120109267	kruszelnicka@wp.pl	19573323	
Apolonia	Piątek	66120381960	piatek1@gmail.com	46581737	
Klementyna	Pawlikowska	66120399381	k.pawlikowska@wp.pl	65325893	
Franciszka	Kmiecik	66120451906	kmiecik@buziaczek.pl	22022014	
Kilian	Małachowski	66120884371	k.malachowski@gmail.com	98083233	
Miłobąd	Biernacki	66121623971	m.biernacki@amorek.com.pl	74556284	
Lubogost	Mirek	66121766836	l.mirek@wp.pl	68757593	
Tessa	Pawlicka	66121849861	t.pawlicka@amorek.com.pl	99294385	
Mina	Tarnowska	66122285125	tarnowska1@o2.pl	38807295	
Kosma	Gondz	66122642333	k.gondz@onet.pl	44735008	
Natasza	Marcinkowska	66122672363	marcinkowska@onet.pl	8240777	
Aron	Piątek	66122869156	a.piatek@amorek.com.pl	97924822	
Hiacynta	Nowak	66122915222	nowak@onet.pl	44438708	
Sydoniusz	Stenka	67010445979	stenka@o2.pl	11524571	
Przedpełk	Bodurka	67010542690	bodurka@onet.pl	72444583	
Izabela	Pazińska	67010632687	pazinska@buziaczek.pl	20125403	
Sławomierz	Moraczewski	67011311695	s.moraczewski@onet.pl	20260500	
Nina	Onufrowicz	67011407800	onufrowicz@wp.pl	89809430	
Roberta	Giedroyć	67011824047	giedroyc1@onet.pl	6514805	
Gościsław	Waligórski	67012091734	waligorski@amorek.com.pl	41859381	
Celestyn	Leja	67012187031	c.leja@onet.pl	12823176	
Bartłomiej	Drzewiecki	67012594152	drzewiecki@o2.pl	95423327	
Milena	Szczutowska	67013199462	szczutowska@amorek.com.pl	72430803	
Ada	Tyszka	67020164448	tyszka@onet.pl	20125403	
Przemysław	Sochacki	67020395992	sochacki@gmail.com	97771198	
Szymon	Grabowski	67020890756	grabowski@gmail.com	88725265	
Gabriel	Nowak	67021003519	g.nowak@o2.pl	38661789	
Gaja	Kaznowska	67021219888	kaznowska1@buziaczek.pl	6478975	
Leopolda	Turczyńska	67022177800	l.turczynska@wp.pl	95205257	
Krzysztofa	Jodkowska	67022471645	k.jodkowska@gmail.com	11996143	
Ezechiel	Szcześniak	67022530656	e.szczesniak@onet.pl	12372352	
Olena	Halicka	67022866089	o.halicka@amorek.com.pl	68827380	
Leka	Teodorowicz	67030157524	l.teodorowicz@gmail.com	25624066	
Leoncja	Kwiek	67030236920	kwiek@wp.pl	69282692	
Siemowit	Pankau	67030367699	s.pankau@gmail.com	65254124	
Bibiana	Waliszewska	67030946786	b.waliszewska@amorek.com.pl	35300551	
Dorosława	Drewnowicz	67031030141	d.drewnowicz@gmail.com	68196496	
Hortensja	Raniszewska	67031285961	h.raniszewska@o2.pl	42123570	
Angela	Strzyżewska	67031599020	a.strzyzewska@o2.pl	959739	
Chwalibóg	Szojda	67031658659	szojda@o2.pl	10706933	
Nestor	Murawski	67031837410	murawski@gmail.com	1285929	
Elena	Skrok	67031926543	e.skrok@o2.pl	28439746	
Prot	Perepeczko	67032340199	perepeczko@o2.pl	76069487	
Paweł	Ryś	67032816115	rys1@buziaczek.pl	7851934	
Emanuela	Słaby	67033056264	slaby@wp.pl	28293960	
Izydora	Maculewicz	67040331565	maculewicz@gmail.com	45293654	
Unima	Polkowska	67040442641	polkowska@onet.pl	81293816	
Hortensja	Pospieszalska	67040707881	h.pospieszalska@buziaczek.pl	71093163	
Prokop	Tatarkiewicz	67041066512	tatarkiewicz1@o2.pl	15183936	
Oleg	Ciechanowski	67041655954	ciechanowski@amorek.com.pl	95423327	
Derwit	Wichłacz	67042037292	wichlacz@o2.pl	6266829	
Apollina	Skoczylas	67042516443	a.skoczylas@onet.pl	58379739	
Bożenna	Szcześniak	67042724424	szczesniak@amorek.com.pl	61003077	
Samuel	Bartyzel	67050322595	bartyzel1@gmail.com	40031135	
Darwit	Słowakiewicz	67050646893	d.slowakiewicz@wp.pl	58659595	
Miłosz	Salicki	67050858199	salicki@wp.pl	21053379	
Selena	Wolny	67051449945	s.wolny@onet.pl	46378135	
Krzesisław	Surdykowski	67051615458	k.surdykowski@wp.pl	40817045	
Sławomira	Malińska	67051638761	s.malinska@amorek.com.pl	88615897	
Justyn	Kasperlik	67051795671	j.kasperlik@onet.pl	71313265	
